Cycle_no,NDC
0,0.9994140882053244
1,0.998838391061114
2,0.9982725584985823
3,0.9977162581416769
4,0.9971691741350871
5,0.9966316603992803
6,0.9961027558384443
7,0.9955821890111305
8,0.9950697011145402
9,0.9945650452118632
10,0.9940679855177853
11,0.9935804105810219
12,0.9931005196538291
13,0.9926275027497716
14,0.9921611657159163
15,0.9917013225105807
16,0.9912477947576958
17,0.9908004113313721
18,0.9903590079682292
19,0.9899234269052918
20,0.9894935165414604
21,0.9890696546308113
22,0.9886511642630756
23,0.9882379109935157
24,0.9878315230088254
25,0.9874300753793659
26,0.9870334494281535
27,0.9866415307038248
28,0.9862542087823548
29,0.9858713770802978
30,0.9854929326787107
31,0.9851192420431166
32,0.9847497328345131
33,0.9843843125102593
34,0.984022891566342
35,0.9836653834057857
36,0.9833117042141004
37,0.9829617728413444
38,0.9826155106903582
39,0.9822728416108031
40,0.981935147093846
41,0.9816008709149653
42,0.9812699445618513
43,0.9809427133456879
44,0.9806186929224213
45,0.9802978208947836
46,0.9799800366669291
47,0.9796652813757507
48,0.9793534978254431
49,0.9790446304251206
50,0.9787386251293266
51,0.9784354293812725
52,0.9781349920586692
53,0.9778372634219867
54,0.9775421950650282
55,0.977250109210803
56,0.976960584185128
57,0.9766735754741993
58,0.9763890397148649
59,0.9761081424282916
60,0.9758296143324321
61,0.9755534157958275
62,0.9752795081732244
63,0.9750078537730966
64,0.9747384158265285
65,0.974471158457341
66,0.9742060466534196
67,0.9739430462391943
68,0.9736821238491984
69,0.9734232469026649
70,0.9731667109608776
71,0.9729121525274658
72,0.9726595413480768
73,0.972408847857393
74,0.9721600431583699
75,0.9719130990022422
76,0.97166798776928
77,0.9714246824502489
78,0.9711831566285456
79,0.9709433844629944
80,0.9707053406712458
81,0.970469000513783
82,0.9702353409785651
83,0.9700033231168209
84,0.9697729240207438
85,0.9695441212587035
86,0.9693168928621245
87,0.9690915075734977
88,0.9688676501277821
89,0.9686452999503788
90,0.9684244368795091
91,0.9682050411552489
92,0.967987093408916
